path,labels
61dde19beb,निर्वाचन क्षेत्रहरूका निर्धारणदेखि
a686dabc30,त्रिवि कीर्तिपुरको पहिलो निर्वाचित
32bff051f1,डरलाग्दा विवरणहरू पढ्दा त्यसबेलाका
1a72fe3a85,पानी बिजुली र ग्याँसको उपयोगितालाई
7eaed7c7cc,हुन त धेरैजसो मुस्लिम गणितज्ञहरूले
81618ea9e4,अन्तर्राष्ट्रिय पर्वतीय सङ्ग्रहालय
5049287cd2,उपराष्‍ट्रपतिको चुनाव निर्वाचिकाका
0a024fb483,कम्प्युटर इन्जिनियरिङ्गले वास्तविक
d785be7d16,अस्ट्रेलियाली नागरिकहरूका विचारलाई
bc0df6f9f5,त्रिभुवन विश्वविद्यालयबाट बोटानीमा
3852c57192,वा साधुसन्तहरूको मृतदेहलाई अग्निमा
2b92b4d293,स्वास्थ्यवधर्क खाद्यपदार्थको रूपमा
fb498a9f0b,समाजशास्त्रीय मानवशास्त्रीय अध्ययन
fcd9ed5e6b,नेपाललाई अन्तर्राष्ट्रिय क्षेत्रमा
3872aa429c,अन्तर्राष्ट्रिय ध्वन्यात्मक लिपिले
be96af0840,राजेन्द्रलक्ष्मीको एकीकरण अभियानमा
f3d436a488,एब्बोट किङस्टोनलाई प्रधानमन्त्रीमा
d6e44da77a,भूस्वामीहरूलाई प्रत्येक निर्वाचनमा
0acd819f1b,जनता दल समाजवादी प्रजातान्त्रिकबाट
f3ca69aa4b,प्रख्यात अर्जेन्टिनी कार्टुनिस्टको
1d41e1cb16,श्रमशक्तिको उपलब्धता र हड्तालजस्ता
80058e1aac,लाङटाङ गोसाइँकुण्ड आदि क्षेत्र पनि
8987d1f791,प्रख्यात अर्जेन्टिनी कार्टुनिस्टको
a837b54efb,कलाशास्त्रमा स्नातकोत्तर हुनुहुन्छ
6ee0a98c1d,चिकित्सालहरूको निर्माणको सिद्धान्त
d754e13126,त्रिभुवन विश्वविद्यालयदेखि सम्बद्ध
3a87f892bb,जस्ता प्रविधिहरूमा कार्यगरिरहेको छ
8516933810,शकुन्तलाले दुष्यन्तलाई विश्वामित्र
3b4e8c21e2,श्रीसम्पन्न व्यक्तिहरूका सहायताबाट
faab7e5d06,र व्यङ्ग्यात्मकताको सिर्जना गरिन्छ
3a90bebc8d,सिन्धुपाल्चोक जिल्लाको स्वागाचोकमा
4ab6a3ac4b,इलाहाबादमा स्थापित विश्वविद्यालयको
9acbcc8e00,उपराष्‍ट्रपतिको चुनाव निर्वाचिकाका
d7b554927c,सरकारले अन्तर्राष्ट्रिय सम्झौताहरू
5aa23adcf1,हालका राष्ट्रिय जनमोर्चाका अध्यक्ष
7458d11ffc,उनको राष्ट्रिय तथा अन्तर्राष्ट्रिय
f8fd062108,त्यस्तै इतिहासकारहरूले अंशुवर्माको
78b8ec7aac,अस्ट्रेलियाली ग्रीष्मकालका भड्किला
9aa4616164,भाष्यमा हरिस्वामीले स्कंदश्वामीलाई
39319e7eec,नेपाललाई अन्तर्राष्ट्रिय क्षेत्रमा
4aad9f5526,प्रत्यक्ष निर्वाचन प्रणालीअन्तर्गत
16c0904890,प्रख्यात अर्जेन्टिनी कार्टुनिस्टको
7fbded3113,शास्त्रीय मान्यताअनुसार मङ्गलकार्य
873e7be942,मातृकाप्रसाद कोइरालाद्वारा स्थापित
609cd9946d,प्रजातान्त्रिक आन्दोलन सत्याग्रहमा
4d0e7fefaa,धार्मिक कर्मकाण्डहरूमा पौरोहित्यको
ae1a9c9e28,कर्नाटक राज्य खुल्ला विश्वविद्यालय
620130309c,स्थितिहरू अल्पव्ययी सुविधाहरूयुक्त
6a98373ff0,राष्ट्रिय तथा अन्तर्राष्ट्रिय स्तर
a03845f018,युरोपेली व्यापारीमार्फत् हातहतियार
005f8f48ec,फ्लोरेन्स नाइटिङ्गेलको जन्मोत्सवको
db47e72898,कलाशास्त्रमा स्नातकोत्तर हुनुहुन्छ
6dca2836a7,शकुन्तलाले दुष्यन्तलाई विश्वामित्र
4bb2bd9237,क्यालिफोर्निया राज्य विश्वविद्यालय
64f8ba56b0,स्वास्थ्यवधर्क खाद्यपदार्थको रूपमा
0445ee88bc,नेपाली साहित्यकार महेशविक्रमद्वारा
b35e21e924,प्रत्यक्ष निर्वाचन प्रणालीअन्तर्गत
0b5fdef644,स्वास्थ्यकर्मीहरूको छनौट प्रक्रिया
247f9225bf,उनी अन्तर्राष्ट्रिय प्रजातान्त्रिक
ea92c13212,निर्यातमा अस्ट्रेलियाको निर्भरताले
ea945acc99,अस्ट्रेलियाली ग्रीष्मकालका भड्किला
766bb17e3c,वा साधुसन्तहरूको मृतदेहलाई अग्निमा
b8cf3ac3c2,देखिने संरचनाहरूमा ग्यालेक्सीहरूका
432f7994ad,स्थापित शब्दहरूबारे गुनासाहरूचाहिँ
20fbcef7c6,सरकारले अन्तर्राष्ट्रिय सम्झौताहरू
956b74ed05,उनको राष्ट्रिय तथा अन्तर्राष्ट्रिय
3110c5fa8d,प्रख्यात अर्जेन्टिनी कार्टुनिस्टको
eca37233d3,दक्षिण अफ्रिकन कम्युनिष्ट पार्टीको
434b729d5f,अन्तर्राष्ट्रिय सम्मान प्राप्त गरे
3befc4f6f3,निर्वाचन क्षेत्रहरूका निर्धारणदेखि
ac4b5f0911,दुईटै नै प्रकारका प्रतिक्रियाहरूका
33917a060f,प्रत्यक्ष निर्वाचन प्रणालीअन्तर्गत
ff71c6ed26,प्रजातान्त्रिक आन्दोलन सत्याग्रहमा
ec3ccfcb77,मन्त्रालयमा खर्च प्रतिवेदन बुझाउने
d5f9780d50,उनी अन्तर्राष्ट्रिय प्रजातान्त्रिक
fffc9dc818,नगरदेखि सुर्खेतको वीरेन्द्रनगरसम्म
9f8f88d3fa,व्यङ्ग्यपूर्ण मन्चनयोग्य र स्क्रिन
96670536fb,लाङटाङ गोसाइँकुण्ड आदि क्षेत्र पनि
86d7ee037b,भूविज्ञान भूगर्भिक सिद्धान्तहरूलाई
b9a0369521,त्रिवि कीर्तिपुरको पहिलो निर्वाचित
dc598b281b,उनको राष्ट्रिय तथा अन्तर्राष्ट्रिय
16719dce42,नेपाली काङ्ग्रेसका पूर्वमहामन्त्री
9cb5de6e63,स्थापित शब्दहरूबारे गुनासाहरूचाहिँ
71a24d6d78,क्यालिफोर्निया राज्य विश्वविद्यालय
f974199cf9,नेपाली साहित्यकार महेशविक्रमद्वारा
e20911556f,पाल्पामा प्रजातान्त्रिक आन्दोलनका
6c62e70b40,महामन्त्रीद्वयमा परशुनारायण चौधरी
ad30ecbe6c,सम्पूर्ण कार्यभार सुम्पेको पाइन्छ
94822466fe,अल्ट्रावायलेट प्रकाश अल्टेनवर्गले
16366e4f7f,पृष्ठभूमिमा शकुन्तलाको परित्यागको
a4b5c955ba,मन्दिरहरूमध्ये गोकर्णेश्वर मन्दिर
8bb951b4ee,भुपालेन्द्र मल्ललाई स्थापित गर्ने
cff0d94f1e,विकास प्राधिकरणको प्रमुख आयुक्तमा
e1f6b4039d,आफ्नो पँखेटालाई खुट्टाजस्तै उपयोग
afbc8e091f,उदासीपुर नेपालको सुदूरपश्चिमाञ्चल
390009554f,पिता र राज्यपक्षको प्रतीक मानिन्छ
d2af10f185,कहिलेकाहीँ महत्त्वकाङ्क्षी लाग्ने
d262781bd9,पनि विस्तृतरूपमा व्याख्याविश्लेषण
f6707c821c,वैज्ञानिक प्रत्यक्ष वा अप्रत्यक्ष
785e4a9cd5,गर्दै अस्ट्रेलियाको प्रधानमन्त्री
94a0636eef,एक्स्ट्रासोलर ग्रहहरूबारे जानकारी
923eb124f8,स्वास्थ्यसेवालाई निष्पक्ष निर्भिक
0a5d71db68,लोकतान्त्रिक गणतन्त्रलाई संस्थागत
48c4a717b3,मानिस बहुसांस्कृतिक अस्ट्रेलियाको
570cc685af,नेपाली काङ्ग्रेस प्रजातान्त्रिकका
bdd1da696b,त्रिपुरेश्वर तिलगङ्गा आँखाकेन्द्र
80f9445dc9,धर्मग्रन्थहरूका पौराणिक कथाअनुसार
94bb0ff38b,राष्ट्रिय एथलेटिक्स प्रतियोगितामा
ea48680210,काव्यसौन्दर्यको दृष्टिले अभिज्ञान
50276cb27c,फिल्मफेयर पुरस्कारमा सर्वश्रेष्‍ठ
7951d3e73c,कास्की जिल्लाअन्तर्गत उत्तरपूर्वी
e2a0992c63,माध्यमबाट अस्ट्रेलियामा प्रवेशबाट
6451909be0,अन्तर्राष्ट्रिय व्यापारलाई नियममा
504e3e8568,दिल्लीलाई गुडगाउँ अन्तर्राष्ट्रिय
a4ab25c64b,आफ्नो पँखेटालाई खुट्टाजस्तै उपयोग
99d8030055,क्रममा पशुपतिनाथमा शरण लिएर बसेको
002cc075a1,मानिस बहुसांस्कृतिक अस्ट्रेलियाको
a4a428cfe1,केही विद्धानहरूले लिच्छविकालभन्दा
2804bc0876,गीतसङ्गीत र नाचगानको आनन्द दिलाउन
32fa85bcd6,जलस्रोत मन्त्री ज्ञानेन्द्रबहादुर
928195600d,डन्डेलि प्रकृतिप्रेमी पर्यटकहरूका
9bfc32b49b,जिम्मेवारी कृष्णप्रसाद भट्टराईलाई
178b81fbdd,राजतन्त्रात्मक बहुदलीय व्यवस्थाको
6780a48474,गुणसूत्रहरूमा परिवर्तनको फलस्वरूप
678fa90f00,चन्द्रमाले पृथ्वीको परिक्रमा गर्छ
438480697c,अनुसन्धान प्रतिवेदनहरू शोधप्रबन्ध
1779e5bd81,प्राचीनकालदेखि चलिआएको परम्परालाई
e0f5e356cd,प्रतिस्पर्धाहरूलाई एक श्रृङ्खलाको
821d58e758,जलस्रोत मन्त्री ज्ञानेन्द्रबहादुर
4a0ad43998,इलाहाबाद विश्वविद्यालयलाई पूर्वको
6fb93e5faa,मन्दिरहरूमध्ये गोकर्णेश्वर मन्दिर
94723687fb,गुरु निम्बार्काचार्यको प्रारम्भिक
0460578f82,साधनहरूद्वारा उत्परिवर्तन गराइएका
8b34c2ab83,क्षेत्र भारतीय सेनाको नियन्त्रणमा
27730f01b0,विश्वविद्यालय अन्तर्गतको मास्टर्स
398e37ca9c,सिङ्गापुरलगायतका विदेशी राष्ट्रका
9b4be9cc8e,प्रयासमा विज्ञानसम्मत सिर्जनात्मक
bd5139e932,सेनाको दोस्रो कमान्डर जंगीलाठ थिए
499227f857,पाल्पामा प्रजातान्त्रिक आन्दोलनका
73150247a9,जिम्मेवारी कृष्णप्रसाद भट्टराईलाई
569ea0bbb4,परेमा एड्मिनिस्ट्रेटरको वार्तालाप
8a133102b8,ज्ञानविज्ञान राष्ट्रिय पुरस्कारको
5b2fd2beb3,एस्प्रेसो मेसिनहरूमा विश्वयुद्धको
49bcba557c,कम्प्युटरको सम्पूर्ण पाटपुर्जाहरू
173ce22490,पाल्पामा प्रजातान्त्रिक आन्दोलनका
f3335a4490,काव्यसौन्दर्यको दृष्टिले अभिज्ञान
ebe5e91d8b,कम्प्युटर इन्जिनियरिङ भित्र पर्दछ
b66b8a664c,बहुजातीय प्रजातन्त्रसम्म पुर्‍याए
571032afde,क्षत्रियहरूलाई रुधिरबाट परशुरामले
2041fb7471,पछिल्लो समयमा कविताको सैद्धान्तिक
6f7a013d57,सिंहको प्रधानमन्त्रीत्वकालमा गठित
068a5f9e4d,साहित्य कृष्णप्रसाद पराजुलीद्वारा
eb6b4e3488,क्षत्रियहरूलाई रुधिरबाट परशुरामले
e2f43fc6e5,गुणसूत्रहरूमा परिवर्तनको फलस्वरूप
108c6b03d9,किरातीहरूको शक्तिकेन्द्र सम्बन्धी
6dd48f182b,जनगणनाअनुसार फुल्काहीको जनसङ्ख्या
3eb2143061,लाङ्टाङदेखि पश्चिममा धवलागिरीसम्म
2db9d300ba,इलाहाबाद विश्वविद्यालयलाई पूर्वको
aba5d22aa6,आधारमा अस्ट्रेलियाली उपनिवेसहरूमा
979e140015,सूर्यबहादुर थापाज्यूबाट समुद्घाटन
1ca9947390,राष्ट्रपतिले अर्को प्रजातान्त्रिक
5f805cf4ce,उपन्यासकार ड्यनिएल्ले स्टिलद्वारा
69f1c8b76f,गोर्खाल्यान्ड क्षेत्रीय प्रशासनमा
2cd87e5eca,भूगर्भिक सिद्धान्तहरूलाई पृथ्वीका
cf9fe85e40,जनगणनाअनुसार फुल्काहीको जनसङ्ख्या
9225d7f60d,विश्वव्यापी साम्राज्यवादी युद्धका
8afd92663a,अनुसन्धान प्रतिवेदनहरू शोधप्रबन्ध
3964ef260a,बाहिरको छाप्रोमा विराजमान गराएपछि
a81700ebf2,उनलाई फोर्ट हे र विश्वविद्यालयबाट
ebaae3d212,मानवीय गतिविधिहरूद्वारा खुम्चिएको
d3d3e3aa6e,आदर्श सिलाई तथा प्रशिक्षण केन्द्र
2302f837e4,राजनीतिशास्त्रका स्नातक हुनुहुन्छ
e129d15ecc,त्यसबेलासम्म आन्दोलन काङ्ग्रेसबाट
2f923808bc,केशर सम्शेरको निजी पुस्तकालय थियो
afdce3fbff,क्षेत्र भारतीय सेनाको नियन्त्रणमा
9957a1f81d,अभिग्रहण सिद्धान्तहरूको आलोचनाहरू
3eae02b35e,डिलाशैनी नेपालको सुदूरपश्चिमाञ्चल
e893157b1b,जस्तै पृथ्वी को वाह्य अन्तरिक्षको
ef5b12d5f3,प्राचीनकालदेखि चलिआएको परम्परालाई
d1ef9935f7,राजनीतिशास्त्रका स्नातक हुनुहुन्छ
9645ee923a,यसको धेरै मात्रामा उत्पादन गरिन्छ
33508c437c,क्रिस्टलद्वारा बिजुलीका किरणहरूले
b1f35e5956,अन्तर्राष्ट्रिय चलचित्र महोत्सवमा
7ac77bf1b9,अनुसन्धानहरूको मार्गदर्शन गर्‍यो।
f4e532b8c0,माध्यमबाट अस्ट्रेलियामा प्रवेशबाट
0fb1ff0773,काव्यसौन्दर्यको दृष्टिले अभिज्ञान
8e1125b530,राष्ट्रपतिले अर्को प्रजातान्त्रिक
960eff2624,अन्तुडाँडा सूर्योदय र सूर्यास्तको
32bf79511a,कल्पनाशक्तिको प्रयोगले अप्रत्यक्ष
0543d5ce1e,व्यक्तिहरूलाई भूमिमा राख्ने अर्थी
8e19b15d73,वैज्ञानिक प्रत्यक्ष वा अप्रत्यक्ष
254d6b6589,क्रममा पशुपतिनाथमा शरण लिएर बसेको
540a6f3c27,झुसे तिल अथवा झुसे तेलहन बाली हो।
01772ce60b,ज्ञानविज्ञान राष्ट्रिय पुरस्कारको
0dc54fbcd4,क्रिस्टलद्वारा बिजुलीका किरणहरूले
b1873e7ef5,अनुसन्धानहरूको मार्गदर्शन गर्‍यो।
0780cc0465,केही वर्ष त मैले पाउनु दुःख पाएँ।
1f8b1a49d0,प्रशासनिक नियन्त्रण हुने गर्दथ्यो
a78e9d8c98,उत्तरपूर्वीय राज्यहरूको पृथकतावाद
cb8579fab0,यो एक पहाडी भूभाग स्थित गाविस हो।
ff0382dc05,वैज्ञानिक प्रत्यक्ष वा अप्रत्यक्ष
d2cf55ea84,ज्योतिष शास्त्रवेदको आँखाको रूपमा
5c31925e22,सिंहको प्रधानमन्त्रीत्वकालमा गठित
afbd2e2e5a,क्षत्रियहरूलाई रुधिरबाट परशुरामले
a72bd38921,क्षेत्र भारतीय सेनाको नियन्त्रणमा
7bd3ef9825,गोर्खाल्यान्ड क्षेत्रीय प्रशासनमा
013c426a10,पिता र राज्यपक्षको प्रतीक मानिन्छ
e8e00f906f,उनलाई फोर्ट हे र विश्वविद्यालयबाट
e79600175c,कार्यमा काठमाडौ त्रिपुरेश्वरस्थित
307a01c380,कम्प्युटरका पाटपुर्जाहरूको अध्ययन
fe9d0463cf,जिम्बाब्वेको स्वतन्त्रताका पक्षमा
24b0c03687,वैज्ञानिक प्रत्यक्ष वा अप्रत्यक्ष
903e5b4f2b,बाहिरको छाप्रोमा विराजमान गराएपछि
52ec221078,क्रान्तिपश्चात् पुँजीजीवी अस्थायी
aa952dbf29,कर्कपेट्रिकले किराँतहरूलाई पराजित
53b9c49a25,गर्दै अस्ट्रेलियाको प्रधानमन्त्री
d58beaeccb,पात्रहरू अङ्ग्रेजीभाषी मूलुकहरूमा
bf4cd92120,सूर्यबहादुर थापाज्यूबाट समुद्घाटन
44736a6b8d,क्षतिपूर्तिलाई प्राथमिकता दिएकोमा
7f8a0768c5,व्यक्तिहरूलाई भूमिमा राख्ने अर्थी
30a1208bc6,प्रशासनमा सूचनाका सिद्धान्तहरूलाई
d0ab4ce121,शत्रु सेनाहरूद्वारा अस्ट्रेलियाली
98c7215f69,अन्तर्राष्ट्रिय सन्धिमा हस्ताक्षर
1e26308d4c,गोर्खाल्यान्ड क्षेत्रीय प्रशासनमा
37d6cc28c5,धर्मावलम्वी भक्तजनहरूद्वारा आस्था
f76188693c,प्रधानमन्त्रीसहित हजारौँ मान्छेको
6d589387fd,प्रशासनिक नियन्त्रण हुने गर्दथ्यो
e9ebca9459,स्वास्थ्य स्याहारकर्ताहरूलाई मातृ
a8dab2b69e,प्रतिस्पर्धाहरूलाई एक श्रृङ्खलाको
54d8bc1195,परम्परागतरूपमा खेल्दा डन्डीबियोमा
8f9fc5d83f,ब्रह्माण्डको आफू रहेको ठाउँअनुसार
24d74ad58f,क्षत्रियहरूको अहङ्कारपूर्ण दमनबाट
7eff889148,अर्चना गर्न शिवरात्रीमा श्रद्धालु
1fbe07e391,भुपालेन्द्र मल्ललाई स्थापित गर्ने
411cdf12d3,स्थापनाकालदेखि नै अन्तर्राष्ट्रिय
edbda379bc,परम्परागतरूपमा खेलिने डन्डीबियोमा
6dd8a54751,एस्प्रेसो मेसिनहरूमा विश्वयुद्धको
2590244494,जलस्रोत मन्त्री ज्ञानेन्द्रबहादुर
9119a040ec,हाइड्रोजनलाई हिलियममा बदलिदिन्छन्
a562377129,वर्षौंसम्मको अहिंसात्मक आन्दोलनले
b3694e61ca,राष्ट्रपतिले अर्को प्रजातान्त्रिक
37cb02578e,झुसे तिल अथवा झुसे तेलहन बाली हो।
31a979e512,मानवीय गतिविधिहरूद्वारा खुम्चिएको
8d18baa23e,विद्यार्थीहरूको चिकित्सा सम्बन्धी
6d65b15972,तर्जुमा र कार्यान्वयनका सम्बन्धमा
447c3bcd87,अन्तरिम व्यवस्थापिकामा विधायकसमेत
12d175b7c8,गर्दै अस्ट्रेलियाको प्रधानमन्त्री
571fe8a94a,साहित्य कृष्णप्रसाद पराजुलीद्वारा
24a1da2e08,कति नै रोगी विश्वासबाट राम्रा भए।
fbfacd2d4f,उनीहरूले किरातीहरूको शक्तिकेन्द्र
18c2d9926f,सम्पूर्ण कार्यभार सुम्पेको पाइन्छ
a5dab27901,अनुसन्धानहरूको मार्गदर्शन गर्‍यो।
fdc68da12e,राष्ट्रपतिले अर्को प्रजातान्त्रिक
0ba1d54f8f,दुर्योधनदेखि पाण्डवहरूका सामुन्ने
510a291cd0,ज्ञानविज्ञान राष्ट्रिय पुरस्कारको
cc6950771c,महिलाहरूले मेकअप गरेर सुत्नुहुन्न
a6e90be5ee,तिनका कुनै पछिल्ला ज्यामितीय आधार
7fcf34245c,इलाहाबाद विश्वविद्यालयलाई पूर्वको
20e2b7f54a,घातक उत्परिवर्तन अलिङ्गसूत्रहरूमा
aec953354d,माध्यमबाट अस्ट्रेलियामा प्रवेशबाट
799879f29f,प्रशासनिक नियन्त्रण हुने गर्दथ्यो
05a5fb0b87,अस्ट्रेलियाली आदिवासीहरूको अधिकार
9e3bbacd9d,अन्तर्राष्ट्रिय सन्धिमा हस्ताक्षर
6f475d6d0a,घातक उत्परिवर्तन अलिङ्गसूत्रहरूमा
d4d0af8f7c,पुतिमकाडा नेपालको मध्यपश्चिमाञ्चल
da099c8174,स्वास्थ्यसेवालाई निष्पक्ष निर्भिक
a70021f18c,उपत्यकावासीहरू पृथ्वीनारायण शाहको
a6b8741985,नेपाली काङ्ग्रेस प्रजातान्त्रिकका
1833294a45,काला जातीहरूको प्रतिनीधित्व गर्दै
a576d09607,नोबेल शान्ति पुरस्कार प्राप्त गरे
1e841038f1,पाकिस्तानसँगको अफगानिस्तानको खुला
edfd609fa6,यसको दीर्घकालीन व्यवस्थापनका लागि
7a90d20d4f,इलाहाबादको भारतीय जिम्नास्टिक्समा
e46fac33ed,महिलाहरूले मेकअप गरेर सुत्नुहुन्न
14e73bd7c7,व्यवस्थापनमा स्नातकोत्तर माथेमाले
6d8b36753d,क्षतिपूर्तिलाई प्राथमिकता दिएकोमा
00a1f8a9cc,शत्रु सेनाहरूद्वारा अस्ट्रेलियाली
517f07a1cc,जनादेशलाई संविधानको अन्तर्वस्तुमा
f76d05031f,अन्तर्राष्ट्रिय चलचित्र महोत्सवमा
8de6ae6f88,प्रधानमन्त्रीसहित हजारौँ मान्छेको
1470b86821,अल्ट्रावायलेट प्रकाश अल्टेनवर्गले
609b8e1949,विश्वविद्यालय अन्तर्गतको मास्टर्स
fafc5b576b,कङ्खाथर गढमुक्तेश्रवरका पूर्वदेखि
4dace4f92b,अन्तर्राष्ट्रिय चलचित्र महोत्सवमा
3d3035d6ac,क्रिस्टलद्वारा बिजुलीका किरणहरूले
f18c7c42cd,कास्की जिल्लाअन्तर्गत उत्तरपूर्वी
9c5eeea114,गणतन्त्र टिमोरलेस्टी दक्षिणपूर्वी
297cd02a91,महत्वपूर्ण खाद्य पदार्थहरूमध्येको
f1ae42b0e8,नोबेल शान्ति पुरस्कार प्राप्त गरे
680db93d93,आदर्श सिलाई तथा प्रशिक्षण केन्द्र
dea31bc6f0,हाल शिक्षाशास्त्र संकाय केन्द्रीय
0c1b7d5459,किरातीहरूको शक्तिकेन्द्र सम्बन्धी
df97f6b40b,अन्तर्गत अस्ट्रेलियालाई स्वतन्त्र
7d8590dc54,क्षत्रियहरूलाई रुधिरबाट परशुरामले
19fc7245ce,महिलाहरूले मेकअप गरेर सुत्नुहुन्न
879a5238f9,पाण्डवहरूले कुरुक्षेत्रका पश्चिमी
3c2b43a8e9,रूपमा र अन्तर्विधात्मक प्रभावजन्य
2af59cb43d,क्षतिपूर्तिलाई प्राथमिकता दिएकोमा
4a981bc7cb,अन्तर्राष्ट्रिय व्यापारलाई नियममा
bc25d7b55a,स्वास्थ्य तथा जनसङ्ख्या मन्त्रालय
f2a62b4749,अभिग्रहण सिद्धान्तहरूको आलोचनाहरू
70c6d50dbf,त्रिपुरेश्वर तिलगङ्गा आँखाकेन्द्र
0b1b4bc2c6,यसको दीर्घकालीन व्यवस्थापनका लागि
b8ffe93058,त्यसमा तन्त्रशास्त्र रसायनशास्त्र
dfa4627115,व्यवस्थापनमा स्नातकोत्तर माथेमाले
4e141baba1,परम्परागतरूपमा खेलिने डन्डीबियोमा
da4115c3cd,समानुपातिकतर्फ नेपाली काङ्ग्रेसका
84caf63bc1,स्वास्थ्य स्याहारकर्ताहरूलाई मातृ
db391e8b90,वर्षौंसम्मको अहिंसात्मक आन्दोलनले
9c4e6b12b2,सबैभन्दा पहिले पाँच सदिहरूबाट पनि
fa870b114d,पाल्पामा प्रजातान्त्रिक आन्दोलनका
18a7e23ea1,भुपालेन्द्र मल्ललाई स्थापित गर्ने
4d0a6f8654,क्रिस्टलद्वारा बिजुलीका किरणहरूले
2ab6b0e468,किट्चले एनबिसिको टेलीभिजन शृङ्खला
ba535d1247,एस्प्रेसो मेसिनहरूमा विश्वयुद्धको
6ee947b2ae,जलस्रोत मन्त्री ज्ञानेन्द्रबहादुर
e49fea9085,विश्वविद्यालयमा चिकित्साको शिक्षा
699bda379d,स्वास्थ्य तथा जनसङ्ख्या मन्त्रालय
03c4950561,क्रममा पशुपतिनाथमा शरण लिएर बसेको
06b9e95460,कङ्खाथर गढमुक्तेश्रवरका पूर्वदेखि
318f1e2740,त्यसबेलासम्म आन्दोलन काङ्ग्रेसबाट
3a177e77e7,पार्टीको राष्ट्रिय अध्यक्ष बनाइयो
02da9a8fe4,अस्ट्रेलियाली आदिवासीहरूको अधिकार
7ed1813270,प्रोफाइल प्रोजेक्टमा माछासम्बन्धी
1a9fb2b47d,कोसीटप्पु र घोडाघोडी तालक्षेत्रमा
3455dd1e92,तिनका कुनै पछिल्ला ज्यामितीय आधार
29acbaca31,परेमा एड्मिनिस्ट्रेटरको वार्तालाप
ba45ad0f8b,जलस्रोत मन्त्री ज्ञानेन्द्रबहादुर
8790a8907e,सम्बन्धित प्रयोगकर्ताको वार्तालाप
0c3f7fdfdd,अस्ट्रेलियाली अर्थव्यवस्थाका लागि
710ecbe550,संस्थापिका रानी जगदम्बाकुमारीदेवी
2b6edfb62b,अर्चना गर्न शिवरात्रीमा श्रद्धालु
4c0381685d,वर्षौंसम्मको अहिंसात्मक आन्दोलनले
b8c0977258,मानवीय गतिविधिहरूद्वारा खुम्चिएको
9d0b4c5212,चलचित्र र केही टेलिश्रृङ्खलाहरूमा
a06bfcce7f,विश्वविद्यालयमा चिकित्साको शिक्षा
87e1b6dc4d,सम्बन्धित प्रयोगकर्ताको वार्तालाप
f2fcd16ccb,कम्प्युटरका पाटपुर्जाहरूको अध्ययन
3b19565036,कल्पनाशक्तिको प्रयोगले अप्रत्यक्ष
5b0ccf5317,स्थापनाकालदेखि नै अन्तर्राष्ट्रिय
0bc6077d4b,यसको धेरै मात्रामा उत्पादन गरिन्छ
deddae37f2,केशर सम्शेरको निजी पुस्तकालय थियो
9d0e56c9b1,पुरातात्विक अनुसन्धानहरूको अनुसार
8f58197457,कार्यपालिका सङ्घीय कार्यपालिकामा
5308022f41,प्रगतिहरूको उपयोग अन्तरिक्षस्थित
e70f4c2af4,काङ्ग्रेस केन्द्रीय कार्यसमितिका
f8b70bb4a5,सर्वप्रथम प्राचीनतम धर्मग्रन्थको
119d2bc7e7,पेन्गुइन मुख्यतया अन्टार्कटिकामा
8423b59a0a,जातीयविरोधमा कार्य गर्नेहरूप्रति
64a593b6cf,औपनिवेशिक राजनेताहरू अस्ट्रेलियन
4dc700dec8,जुलाईमा भेनस र सेरेना विलियम्सले
7c5167d672,जानकारीमूलक तस्बिर उपलब्ध गराएको
44d2597696,यद्यपि बेलायती प्रधानमन्त्री जोन
80cc990638,भियतनाममा अस्ट्रेलियाको उपस्थिति
4b685b6f58,तुरुन्तै प्रतिक्रिया देखाइहाल्ने
baada53812,कार्बोहाइड्रेट्स चर्बीको अपेक्षा
7f4f34a901,स्टुटगार्टबाट प्रकाशित गरिन्थ्यो
f495d61893,कम्प्युटर विशेषज्ञहरूले डेबियनको
1919d5d441,तर उनलाई राजा भएर बस्न मन लागेन।
eef739a9f5,फ्री युनिभर्सिटी अफ ब्रुसेल्सबाट
3129b592d9,स्टारकिड प्रोडक्सन्स्को सफलतापछि
afde1ef35c,र नातेदारहरूलाई हस्तान्तरण गर्ने
25e04f2516,वेहिकल टेक्नोलोजीको क्षेत्रहरूमा
f3fead6880,वर्तमानको मुख्यमन्त्री हुनुहुन्छ
1888fb4f04,ध्वन्यात्मक लिप्यन्तरणमा शब्दलाई
0e6944324d,अभिलक्षणहरूलाई यसप्रकार देखाइन्छ
b744067c6a,केही महत्त्वपूर्ण तीर्थस्थलहरूको
29a2cbe7be,पृथ्वीलाई क्षेत्रियविहीन पारिदिए
8c048d0e89,मन्त्रीहरूलाई उनीहरूको सम्बन्धित
14a2a21706,पूर्वोत्तर पर्वतीय विश्वविद्यालय
d352e36518,पाण्डवहरूले श्रीकृष्णको सहायताले
155eafed5a,उनले नेपाली प्रज्ञाप्रतिष्ठानलाई
8568700de8,पृथ्वीनारायण नगरपालिकाको पूर्वमा
3469c2494e,परन्तु दक्षिणपन्थी समाजवादीहरूको
1d251bd2ab,वेहिकल टेक्नोलोजीको क्षेत्रहरूमा
4ad1c9acaa,सर्वप्रथम प्राचीनतम धर्मग्रन्थको
5a27ea6cdd,धेरै राष्ट्रिय र अन्तर्राष्ट्रिय
e377774145,व्यवस्थाविरुद्ध लेखिएका समाचारका
